title,price,image,buyUrl,viewUrl,category,brand,featured,Subcategory
LV ONTHEGO HANDBAG,$41,image1519.jpg,https://joyagoo.com/product/?shop_type=weidian&id=7253886894&ref=300004734,https://joyagoo.com/product/?shop_type=weidian&id=7253886894&ref=300004734,Bags & Backpacks,Unknown,FALSE,
LV HANDBAG 1:1,$68,image1527.jpg,https://joyagoo.com/product/?shop_type=weidian&id=7252898819&ref=300004734,https://joyagoo.com/product/?shop_type=weidian&id=7252898819&ref=300004734,Bags & Backpacks,Unknown,FALSE,
LOUIS VUITTON X VIRGIL ABROH DUFFLE BAG,$39,image1520.jpg,https://joyagoo.com/product/?shop_type=weidian&id=7252849249&ref=300004734,https://joyagoo.com/product/?shop_type=weidian&id=7252849249&ref=300004734,Bags & Backpacks,Louis Vuitton,FALSE,
"GOYARD BAGS
(ALL COLORWAYS!)",$17.50,image1545.jpg,https://joyagoo.com/product/?shop_type=taobao&id=698522670860&ref=300004734,https://joyagoo.com/product/?shop_type=taobao&id=698522670860&ref=300004734,Bags & Backpacks,Unknown,FALSE,
TRAPSTAR SIDE BAG,$6.70,image1543.jpg,https://joyagoo.com/product/?shop_type=taobao&id=759336933093&ref=300004734,https://joyagoo.com/product/?shop_type=taobao&id=759336933093&ref=300004734,Bags & Backpacks,Trapstar,FALSE,
TRAPSTAR SIDE BAG,$6.70,image1537.jpg,https://joyagoo.com/product/?shop_type=taobao&id=759336933093&ref=300004734,https://joyagoo.com/product/?shop_type=taobao&id=759336933093&ref=300004734,Bags & Backpacks,Trapstar,FALSE,
TRAPSTAR SIDE BAG,$6.70,image1534.jpg,https://joyagoo.com/product/?shop_type=taobao&id=759336933093&ref=300004734,https://joyagoo.com/product/?shop_type=taobao&id=759336933093&ref=300004734,Bags & Backpacks,Trapstar,FALSE,
TRAPSTAR SIDE BAG,$6.70,image1556.jpg,https://joyagoo.com/product/?shop_type=taobao&id=759336933093&ref=300004734,https://joyagoo.com/product/?shop_type=taobao&id=759336933093&ref=300004734,Bags & Backpacks,Trapstar,FALSE,
lacoste bag,$9.60,image1557.jpg,https://joyagoo.com/product/?shop_type=ali_1688&id=549682027368&ref=300004734,https://joyagoo.com/product/?shop_type=ali_1688&id=549682027368&ref=300004734,Bags & Backpacks,LACOSTE,FALSE,
louis vuitton bag,$35.60,image1571.jpg,https://joyagoo.com/product/?shop_type=weidian&id=5401307420&ref=300004734,https://joyagoo.com/product/?shop_type=weidian&id=5401307420&ref=300004734,Bags & Backpacks,Louis Vuitton,FALSE,
louis vuitton bag,$14.50,image1540.jpg,https://joyagoo.com/product/?shop_type=weidian&id=6652329933&ref=300004734,https://joyagoo.com/product/?shop_type=weidian&id=6652329933&ref=300004734,Bags & Backpacks,Louis Vuitton,FALSE,
small louis vuitton bag,$27,image1552.jpg,https://joyagoo.com/product/?shop_type=weidian&id=5394670705&ref=300004734,https://joyagoo.com/product/?shop_type=weidian&id=5394670705&ref=300004734,Bags & Backpacks,Louis Vuitton,FALSE,
christian dior backpack bag,$42,image1563.jpg,https://joyagoo.com/product/?shop_type=weidian&id=5397902412&ref=300004734,https://joyagoo.com/product/?shop_type=weidian&id=5397902412&ref=300004734,Bags & Backpacks,Christian Dior,FALSE,
